actor,movie_or_TV_name
Thomas Rosales Jr.,Ricochet
Thomas Rosales Jr.,The Owl
Thomas Rosales Jr.,Alligator II: The Mutation
Timeca M. Seretti,Brat 2
Timeca M. Seretti,Silk's Funk Factory
Timeca M. Seretti,The Closet
Timeca M. Seretti,The Gift
Timeca M. Seretti,Drama
Timeca M. Seretti,The Closet
Mattie Liptak,The Girl from Plainville
Gray Hawks,The Hermit
Zele Avradopoulos,Black Lightning
Zele Avradopoulos,Cobra Kai
Zele Avradopoulos,The Naturals
Zele Avradopoulos,Hillbilly Elegy
Zele Avradopoulos,Your Worst Nightmare
Thomas Rosales Jr.,Sweet Poison
Thomas Rosales Jr.,One Good Cop
Thomas Rosales Jr.,The Perfect Weapon
Thomas Rosales Jr.,Kindergarten Cop
Thomas Rosales Jr.,Jake and the Fatman
Timeca M. Seretti,Drama
Timeca M. Seretti,The Closet
Mattie Liptak,Outer Banks
Mattie Liptak,USS Indianapolis: Men of Courage
Mattie Liptak,Free State of Jones
Mattie Liptak,Outcast
Mattie Liptak,The Whole Truth
Mattie Liptak,Trumbo
Gray Hawks,Delilah
Gray Hawks,Outer Banks
Gray Hawks,Your Pretty Face Is Going to Hell
Gray Hawks,When We Last Spoke
Gray Hawks,Dance of the Coin
Gray Hawks,Cézanne
Zele Avradopoulos,The Farmer and the Belle: Saving Santaland
Zele Avradopoulos,Irresistible
Zele Avradopoulos,Doom Patrol
Zele Avradopoulos,Sweet Magnolias
Zele Avradopoulos,NCIS: New Orleans
Zele Avradopoulos,Homicide Hunter
Thomas Rosales Jr.,Predator 2
Thomas Rosales Jr.,In the Heat of the Night
Thomas Rosales Jr.,Death Warrant
Thomas Rosales Jr.,RoboCop 2
Mattie Liptak,I Saw the Light
Mattie Liptak,The Astronaut Wives Club
Mattie Liptak,Maggie
Mattie Liptak,Finding Carter
Mattie Liptak,American Horror Story
Mattie Liptak,Shadow People
Gray Hawks,Swamp Murders
Gray Hawks,Recital
Gray Hawks,Secrets in Suburbia
Gray Hawks,Mercy Street
Zele Avradopoulos,Chemistry Read
Zele Avradopoulos,Grace
Zele Avradopoulos,Ghost Light
Zele Avradopoulos,Spin the Plate
Zele Avradopoulos,Paid For By
Zele Avradopoulos,The Devil's Well
Thomas Rosales Jr.,Impulse
Thomas Rosales Jr.,Downtown
Thomas Rosales Jr.,Drug Wars: The Camarena Story
Thomas Rosales Jr.,"W.B., Blue and the Bean"
Mattie Liptak,The Odd Life of Timothy Green
Mattie Liptak,Ghoul
Mattie Liptak,Treme
Mattie Liptak,Quarantine 2: Terminal
Gray Hawks,Madam Massacre's Quiet Evening at Home
Gray Hawks,Resilience
Gray Hawks,The Inspectors
Gray Hawks,Reckless
Gray Hawks,Sleepy Hollow
Zele Avradopoulos,Katie Fforde
Zele Avradopoulos,Sundown
Zele Avradopoulos,Family Problems
Zele Avradopoulos,Knightsville
Zele Avradopoulos,Mail.Man
Zele Avradopoulos,K&A
Thomas Rosales Jr.,The Favorite
Thomas Rosales Jr.,Highway to Heaven
Thomas Rosales Jr.,Beauty and the Beast
Thomas Rosales Jr.,Deadly Stranger
Mattie Liptak,The Candy Shop
Nick Basta,FBI: International
Gray Hawks,AE: Apocalypse Earth
Gray Hawks,All You Can Eat
Gray Hawks,Red Handed
Gray Hawks,Local Work
Gray Hawks,Arthur Newman
Zele Avradopoulos,Little Pen Lost
Zele Avradopoulos,Standing Up
Zele Avradopoulos,Family Meeting
Zele Avradopoulos,The A Plate
Thomas Rosales Jr.,MacGyver
Thomas Rosales Jr.,Simon & Simon
Thomas Rosales Jr.,The Wild Pair
Thomas Rosales Jr.,Made in U.S.A.
Thomas Rosales Jr.,La Bamba
Nick Basta,Where's Rose
Nick Basta,Hightown
Nick Basta,Outer Banks
Nick Basta,Bigger
Gray Hawks,American Warships
Gray Hawks,The Screw
Gray Hawks,Shinesman
Gray Hawks,Times Like Dying
Brook Sill,High Expectations
Zele Avradopoulos,Paul Blart: Mall Cop
Zele Avradopoulos,I Just Want to Eat My Sandwich
Zele Avradopoulos,Karate Kid Fanatics Podcast
Thomas Rosales Jr.,Extreme Prejudice
Thomas Rosales Jr.,The Running Man
Thomas Rosales Jr.,No Mercy
Thomas Rosales Jr.,Eye of the Tiger
Nick Basta,USS Christmas
Nick Basta,Stargirl
Nick Basta,The Glorias
Nick Basta,Bluff City Law
Nick Basta,Harriet
Nick Basta,True Detective
Nick Basta,Salvage
Brook Sill,Haunted Trail
Thomas Rosales Jr.,Amazing Stories
Thomas Rosales Jr.,Hunter
Thomas Rosales Jr.,Omega Syndrome
Thomas Rosales Jr.,The A-Team
Thomas Rosales Jr.,Raw Deal
Thomas Rosales Jr.,Airwolf
Thomas Rosales Jr.,Space Rage
Nick Spetsiotis,The Burial
Nick Basta,NCIS: New Orleans
Nick Basta,Queen Sugar
Nick Basta,Uncle Silas
Nick Basta,The Blacklist: Redemption
Nick Basta,TURN: Washington's Spies
Brook Sill,Fall Nights in China Grove
Brook Sill,Outer Banks
Brook Sill,Henry Danger
Brook Sill,(Future) Cult Classic
Brook Sill,Tales
Brook Sill,How High 2
Thomas Rosales Jr.,"Magnum, P.I."
Thomas Rosales Jr.,Commando
Thomas Rosales Jr.,Stand Alone
Thomas Rosales Jr.,Stick
Thomas Rosales Jr.,Half Nelson
Nick Spetsiotis,Emancipation
Nick Spetsiotis,Renfield
Nick Spetsiotis,The Killer
Nick Basta,Well Wishes
Nick Basta,Finding Carter
Nick Basta,Cosmic Kiosk
Nick Basta,Being Mary Jane
Nick Basta,Secrets and Lies
Nick Basta,Banshee Origins
Brook Sill,Three's Complicated
Brook Sill,Legacies
Brook Sill,Tia
Brook Sill,The Letters That Guided Us
Brook Sill,Popternative
Thomas Rosales Jr.,Berrenger's
Thomas Rosales Jr.,Hill Street Blues
Thomas Rosales Jr.,Sweet Revenge
Thomas Rosales Jr.,The Lost Empire
Nick Spetsiotis,Where the Crawdads Sing
Nick Spetsiotis,Blood Relative
Nick Spetsiotis,Claws
Nick Spetsiotis,Outer Banks
Nick Spetsiotis,Queen of the South
Nick Basta,Jessabelle
Nick Basta,The Vampire Diaries
Nick Basta,Under the Dome
Nick Basta,Safe Haven
Nick Basta,Little Red Wagon
Thomas Rosales Jr.,T.J. Hooker
Thomas Rosales Jr.,The Fall Guy
Thomas Rosales Jr.,Hardcastle and McCormick
Thomas Rosales Jr.,Cagney & Lacey
Thomas Rosales Jr.,Zorro and Son
Thomas Rosales Jr.,Max Dugan Returns
Nick Spetsiotis,NCIS: New Orleans
Nick Spetsiotis,Tell Me Your Secrets
Nick Spetsiotis,Your Honor
Nick Spetsiotis,Secrets of Sulphur Springs
Nick Spetsiotis,The Amazing Race
Nick Spetsiotis,Project Power
Parker Dowling,Fall Nights in China Grove
Nick Basta,Pendulum Swings
Nick Basta,Zack Rogers: Pizza Delivery
Nick Basta,American Dream
Nick Basta,As the World Turns
Nick Basta,Law & Order: Special Victims Unit
Nick Basta,Law & Order: Criminal Intent
Thomas Rosales Jr.,Blue Thunder
Thomas Rosales Jr.,Voyagers!
Thomas Rosales Jr.,They Call Me Bruce
Thomas Rosales Jr.,The Sword and the Sorcerer
Thomas Rosales Jr.,Bret Maverick
Thomas Rosales Jr.,Police Squad!
Nick Spetsiotis,The Lovebirds
Nick Spetsiotis,Capone
Nick Spetsiotis,ZeroZeroZero
Nick Spetsiotis,Wendy
Nick Spetsiotis,The Purge
Parker Dowling,Outer Banks
Parker Dowling,Rob Is Terminal
Parker Dowling,Max
Parker Dowling,Swamp Thing
Parker Dowling,The Act
Parker Dowling,Homicide Hunter
Nick Basta,Law & Order: Criminal Intent
Nick Basta,Law & Order
Nick Basta,Acito on the Mound
Thomas Rosales Jr.,Nighthawks
Thomas Rosales Jr.,The Hunter
Thomas Rosales Jr.,Getting Wasted
Thomas Rosales Jr.,Detour to Terror
Nick Spetsiotis,Looking for Alaska
Nick Spetsiotis,On Becoming a God in Central Florida
Nick Spetsiotis,Skinny Dip
Nick Spetsiotis,Cloak & Dagger
Nick Spetsiotis,SEAL Team
Parker Dowling,Pink
Parker Dowling,The Audition Tapes
Parker Dowling,Studio City
Parker Dowling,Swamp Murders
Parker Dowling,Mr. 1989
Parker Dowling,Killing Kennedy
Thomas Rosales Jr.,Sunnyside
Thomas Rosales Jr.,Every Which Way but Loose
Thomas Rosales Jr.,Starsky and Hutch
Thomas Rosales Jr.,Billy: Portrait of a Street Kid
Nick Spetsiotis,Preacher
Nick Spetsiotis,Silence
Nick Spetsiotis,Zoo
Nick Spetsiotis,Get Hard
Nick Spetsiotis,Blackhat
Nick Spetsiotis,Homefront
Parker Dowling,The Mini Office
Parker Dowling,Careful What You Grimace For
Parker Dowling,The Last Passport
Parker Dowling,Banshee
Parker Dowling,Combat Pawn
Thomas Rosales Jr.,Emergency!
Thomas Rosales Jr.,Barnaby Jones
Thomas Rosales Jr.,Happy Days
Thomas Rosales Jr.,Kojak
Thomas Rosales Jr.,The Last Ship
Thomas Rosales Jr.,Sicario: Day of the Soldado
Nick Spetsiotis,Percy Jackson: Sea of Monsters
Nick Spetsiotis,Escape Plan
Nick Spetsiotis,Man of Steel
Nick Spetsiotis,Bullet to the Head
Nick Spetsiotis,Seeking Justice
Nick Spetsiotis,The Hangover Part II
Parker Dowling,FriendZone
Parker Dowling,Studio City
Parker Dowling,Glory Days
Jermaine Love,Catalyst
Thomas Rosales Jr.,Fear the Walking Dead
Thomas Rosales Jr.,Training Day
Thomas Rosales Jr.,CHIPS
Thomas Rosales Jr.,Westworld
Thomas Rosales Jr.,Our Brand Is Crisis
Nick Spetsiotis,RED
Nick Spetsiotis,Jonah Hex
Nick Spetsiotis,The Pacific
Nick Spetsiotis,I Love You Phillip Morris
Nick Spetsiotis,Quantum of Solace
Nick Spetsiotis,Fool's Gold
Jermaine Love,Beyond
Jermaine Love,Outer Banks
Jermaine Love,Rogue Warfare: Death of a Nation
Jermaine Love,Rogue Warfare: The Hunt
Jermaine Love,NCIS: Los Angeles
Thomas Rosales Jr.,True Detective
Thomas Rosales Jr.,Hot Pursuit
Thomas Rosales Jr.,Stretch
Thomas Rosales Jr.,InAPPropriate Comedy
Thomas Rosales Jr.,Blackout
Nick Spetsiotis,Survivor
Nick Spetsiotis,The Guardian
Nick Spetsiotis,Pirates of the Caribbean: Dead Man's Chest
Nick Spetsiotis,Sahara
Nick Spetsiotis,Bridget Jones: The Edge of Reason
Michael Milligan,Outer Banks
Jermaine Love,Rogue Warfare
Jermaine Love,Every Other Holiday
Jermaine Love,Lucifer
Jermaine Love,Café Exposé
Jermaine Love,Only in L.A.
Thomas Rosales Jr.,Casa de mi Padre
Thomas Rosales Jr.,Pistachio - The Little Boy That Woodn't
Thomas Rosales Jr.,The Green Hornet
Thomas Rosales Jr.,Sons of Anarchy
Nick Spetsiotis,Beyond Borders
Nick Spetsiotis,Pirates of the Caribbean: The Curse of the Black Pearl
Nick Spetsiotis,K-19: The Widowmaker
Nick Spetsiotis,Cast Away
Henry Bazemore Jr.,Home Safe
Jermaine Love,Maggie
Jermaine Love,Surprise
Jermaine Love,Sisters in Law
Jermaine Love,The Family Crews
Jermaine Love,Harlem Heights
Michael Milligan,THE STRAY
Michael Milligan,Chicago Med
Michael Milligan,Chicago Justice
Michael Milligan,The Knick
Michael Milligan,Person of Interest
Thomas Rosales Jr.,The A-Team
Thomas Rosales Jr.,Funny or Die Presents...
Thomas Rosales Jr.,The Line
Thomas Rosales Jr.,Eleventh Hour
Nick Spetsiotis,U-571
Nick Spetsiotis,The Thomas Crown Affair
Nick Spetsiotis,Black Jaq
Nick Spetsiotis,The Thin Red Line
Nick Spetsiotis,City of Angels
Henry Bazemore Jr.,Outer Banks
Henry Bazemore Jr.,Thunder Force
Henry Bazemore Jr.,Genius
Henry Bazemore Jr.,Law & Order: Special Victims Unit
Henry Bazemore Jr.,The Crew
Henry Bazemore Jr.,Amazing Stories
Jermaine Love,Baldwin Hills
Jermaine Love,Nobody Moof
Jermaine Love,Seeking Sister Wife
Michael Milligan,Law & Order
Michael Milligan,Guatemala
Michael Milligan,Season of the Hunted
Thomas Rosales Jr.,My Own Worst Enemy
Thomas Rosales Jr.,An American Carol
Thomas Rosales Jr.,Columbus Day
Thomas Rosales Jr.,Iron Man
Nick Spetsiotis,Amistad
Nick Spetsiotis,Titanic
Nick Spetsiotis,The Phantom
Nick Spetsiotis,Cutthroat Island
Nick Spetsiotis,Waterworld
Nick Spetsiotis,Kingfish: A Story of Huey P. Long
Henry Bazemore Jr.,Miner's Mountain
Henry Bazemore Jr.,Red Dead Redemption II
Henry Bazemore Jr.,Black Lightning
Henry Bazemore Jr.,To Catch a Killer
Henry Bazemore Jr.,The Resident
Jermaine Love,Raising Whitley
Jermaine Love,Hollywood Divas
Jermaine Love,Breaking Amish: LA
Jermaine Love,LisaRaye: The Real McCoy
Jermaine Love,Red Bull Flugtag: On the Wings of Glory
Jermaine Love,'80s Videos: A to Z
Thomas Rosales Jr.,Superhero Movie
Thomas Rosales Jr.,Lions for Lambs
Thomas Rosales Jr.,2007 Taurus World Stunt Awards
Thomas Rosales Jr.,Ocean's Thirteen
Thomas Rosales Jr.,No Country for Old Men
Thomas Rosales Jr.,Pirates of the Caribbean: At World's End
Nick Spetsiotis,Candyman: Farewell to the Flesh
Nick Spetsiotis,Interview with the Vampire: The Vampire Chronicles
Nick Spetsiotis,The Gun in Betty Lou's Handbag
Nick Spetsiotis,JFK
Nick Spetsiotis,Ghosts of Mississippi
Henry Bazemore Jr.,Dynasty
Henry Bazemore Jr.,Mnemosyne
Henry Bazemore Jr.,Mr. Mercedes
Henry Bazemore Jr.,Six
Jermaine Love,The Greatest Game Ever Played
Jermaine Love,Reel Comedy
Jermaine Love,The Entertainment Weekly Guide: Guilty Pleasures
Jermaine Love,Arrested Development: Making of a Future Classic
Jermaine Love,Tamar Braxton: Get Ya Life!
Jermaine Love,Verses & Flow
Jermaine Love,My Husband's Not Gay
Thomas Rosales Jr.,ER
Thomas Rosales Jr.,Bottoms Up
Thomas Rosales Jr.,Pirates of the Caribbean: Dead Man's Chest
Thomas Rosales Jr.,Sleeper Cell
George Hemingway,Outer Banks
Nick Spetsiotis,Heaven's Prisoners
Nick Spetsiotis,Sweet Justice
Nick Spetsiotis,Hard Target
Nick Spetsiotis,Silent Cries
Nick Spetsiotis,Outer Banks
Han Soto,Blood Streams
Henry Bazemore Jr.,Good Behavior
Henry Bazemore Jr.,No Name Maddox
Henry Bazemore Jr.,Nashville
Henry Bazemore Jr.,Finding Carter
Henry Bazemore Jr.,Halt and Catch Fire
Jermaine Love,Breaking Amish: LA
Jermaine Love,D.L. Hughley: The Endangered List
Jermaine Love,The Greatest Movie Ever Sold
Jermaine Love,Celebracadabra
Jermaine Love,Celebrity Fit Club
Jermaine Love,Reel Comedy
Thomas Rosales Jr.,The Legend of Zorro
Thomas Rosales Jr.,Bad News Bears
Thomas Rosales Jr.,The Three Burials of Melquiades Estrada
Thomas Rosales Jr.,Detective
Thomas Rosales Jr.,Collateral
Thomas Rosales Jr.,The Bold and the Beautiful
Carol Sutton,Freedom's Path
Han Soto,"Red, White and Water"
Han Soto,Life Is Strange: True Colors
Han Soto,Reminiscence
Han Soto,Outer Banks
Han Soto,Cobra Kai
Henry Bazemore Jr.,Red Band Society
Henry Bazemore Jr.,A Short History of Decay
Henry Bazemore Jr.,The Red Road
Henry Bazemore Jr.,Drop Dead Diva
Henry Bazemore Jr.,Sleepy Hollow
Henry Bazemore Jr.,Army Wives
Jermaine Love,South Park (Chef: Behind the Menu)
Jermaine Love,Nobody Moof
Jermaine Love,Café Exposé
Jermaine Love,Red Bull Flugtag: On the Wings of Glory
Thomas Rosales Jr.,Once Upon a Time in Mexico
Thomas Rosales Jr.,Pirates of the Caribbean: The Curse of the Black Pearl
Thomas Rosales Jr.,Hulk
Thomas Rosales Jr.,Biker Boyz
Carol Sutton,Outer Banks
Carol Sutton,Lovecraft Country
Carol Sutton,Messiah
Carol Sutton,Greyson Family Christmas
Carol Sutton,Small Ball
Carol Sutton,Gothic Harvest
Carol Sutton,Hot Date
Han Soto,Don't Look Back
Han Soto,Black Box
Han Soto,The Secret: Dare to Dream
Han Soto,Body Cam
Han Soto,Watchmen
Han Soto,Christmas in Louisiana
Henry Bazemore Jr.,A Dream On Fire
Henry Bazemore Jr.,Manalive
Henry Bazemore Jr.,One Tree Hill
Henry Bazemore Jr.,Homeland
Henry Bazemore Jr.,Game Time: Tackling the Past
Henry Bazemore Jr.,The End Runner
Jason Kirkpatrick,Erzulie
Thomas Rosales Jr.,xXx
Thomas Rosales Jr.,Behind the Action: Stuntmen in the Movies
Thomas Rosales Jr.,The Salton Sea
Thomas Rosales Jr.,Slackers
Thomas Rosales Jr.,Planet of the Apes
Thomas Rosales Jr.,Tomcats
Carol Sutton,Queen Sugar
Carol Sutton,Raceland
Carol Sutton,Poms
Carol Sutton,Darlin'
Carol Sutton,The Last Laugh
Carol Sutton,Out of Blue
Carol Sutton,Bad Stepmother
Han Soto,The Purge
Han Soto,Ambition
Han Soto,Max Winslow and the House of Secrets
Han Soto,Lost in Time
Han Soto,MacGyver
Han Soto,Preacher
Jason Kirkpatrick,Half Lives
Jason Kirkpatrick,Stay at Conder Beach
Jason Kirkpatrick,Tres Leches
Jason Kirkpatrick,Tad Caldwell & The Monster Kid
Thomas Rosales Jr.,Double Take
Thomas Rosales Jr.,All the Pretty Horses
Thomas Rosales Jr.,Bedazzled
Thomas Rosales Jr.,Brother
Thomas Rosales Jr.,Submerged
Carol Sutton,Trailer Park Boys: Out of the Park
Carol Sutton,Sex Guaranteed
Carol Sutton,Things with Feathers
Carol Sutton,Claws
Carol Sutton,Kidnap
Carol Sutton,Camera Obscura
Han Soto,Father's Day
Han Soto,Thank You for Your Service
Han Soto,Shock and Awe
Han Soto,Gnaw
Han Soto,Camera Obscura
Han Soto,Logan
Jason Kirkpatrick,One Month Out
Jason Kirkpatrick,Event 2030
Jason Kirkpatrick,Irresistible
Jason Kirkpatrick,Stargirl
Jason Kirkpatrick,Outer Banks
Jason Kirkpatrick,The Hunt
Thomas Rosales Jr.,The Crew
Thomas Rosales Jr.,The President's Man
Thomas Rosales Jr.,Shadow Hours
Thomas Rosales Jr.,Judgment Day
Thomas Rosales Jr.,L.A. Heat
Thomas Rosales Jr.,Justice
Carol Sutton,Plaquemines
Carol Sutton,Wild Oats
Carol Sutton,Scream: The TV Series
Carol Sutton,Abattoir
Carol Sutton,Hidden America with Jonah Ray
Carol Sutton,Roots
Han Soto,The Follower
Han Soto,Cold Moon
Han Soto,Heist
Han Soto,Navy Seals vs. Zombies
Jason Kirkpatrick,The True Don Quixote
Jason Kirkpatrick,The Walking Dead
Jason Kirkpatrick,Tales from the Hood 2
Jason Kirkpatrick,Actuality
Jason Kirkpatrick,4: GO
Jason Kirkpatrick,Underground
Thomas Rosales Jr.,Hard Time
Thomas Rosales Jr.,Inferno
Thomas Rosales Jr.,The Assault
Thomas Rosales Jr.,Mr. Murder
Thomas Rosales Jr.,Black Thunder
Thomas Rosales Jr.,The Mask of Zorro
Carol Sutton,Cold Moon
Carol Sutton,Showing Roots
Carol Sutton,Confirmation
Carol Sutton,In the Bag
Han Soto,Zoo
Han Soto,Fantastic Four
Han Soto,In an Instant
Han Soto,Bad Asses on the Bayou
Jason Kirkpatrick,Mudbound
Jason Kirkpatrick,Like Son
Jason Kirkpatrick,The Follower
Jason Kirkpatrick,Deepwater Horizon
Thomas Rosales Jr.,Lethal Weapon 4
Thomas Rosales Jr.,Out of Sight
Thomas Rosales Jr.,The Pandora Project
Thomas Rosales Jr.,Deep Impact
Charlotte Benesch,Legend of the White Dragon
Carol Sutton,Scream Queens
Carol Sutton,Forgive and Forget
Carol Sutton,N.O.L.A Circus
Carol Sutton,Hot Pursuit
Han Soto,Parallels
Han Soto,Focus
Han Soto,Zipper
Han Soto,The D Train
Jason Kirkpatrick,Inadmissible
Jason Kirkpatrick,The Whole Truth
Jason Kirkpatrick,My Father Die
Jason Kirkpatrick,Hap and Leonard
Thomas Rosales Jr.,In God's Hands
Thomas Rosales Jr.,City of Angels
Thomas Rosales Jr.,The Odd Couple II
Thomas Rosales Jr.,Freedom Strike
Charlotte Benesch,God's Creatures
Charlotte Benesch,Road to Terzetto
Charlotte Benesch,Outer Banks
Carol Sutton,Bad Asses on the Bayou
Carol Sutton,Socialwerk
Carol Sutton,Les maîtres du suspense
Carol Sutton,Catch Hell
Carol Sutton,American Heist
Gwydion Lashlee-Walton,Jonas
Han Soto,Line of Sight
Han Soto,Dead Still
Han Soto,Left Behind
Han Soto,Reckless
Jason Kirkpatrick,Mercy Street
Jason Kirkpatrick,Evan's Crime
Jason Kirkpatrick,Trumbo
Jason Kirkpatrick,NCIS: New Orleans
Jason Kirkpatrick,99 Homes
Thomas Rosales Jr.,The Perfect Getaway
Thomas Rosales Jr.,The Underground
Thomas Rosales Jr.,T.N.T.
Thomas Rosales Jr.,Most Wanted
Thomas Rosales Jr.,Executive Target
Charlotte Benesch,Fitz&Friends
Charlotte Benesch,Anxiety
Charlotte Benesch,Daybreak
Charlotte Benesch,Ethically Ambiguous?
Carol Sutton,Dawn of the Planet of the Apes
Carol Sutton,Elsa & Fred
Carol Sutton,True Detective
Carol Sutton,American Horror Story
Carol Sutton,Oldboy
Gwydion Lashlee-Walton,Outer Banks
Gwydion Lashlee-Walton,The Act
Gwydion Lashlee-Walton,Banned in Boise
Gwydion Lashlee-Walton,Your Worst Nightmare
Gwydion Lashlee-Walton,Nashville
Gwydion Lashlee-Walton,The Yellow Birds
Han Soto,Cat Run 2
Han Soto,Halt and Catch Fire
Han Soto,SnakeHead Swamp
Han Soto,13 Sins
Han Soto,Need for Speed
Han Soto,The Start Up
Jason Kirkpatrick,Wild Card
Jason Kirkpatrick,True Detective
Jason Kirkpatrick,Bonnie & Clyde
Jason Kirkpatrick,2 Guns
Jason Kirkpatrick,The Campaign
Jason Kirkpatrick,The Jack of Spades
Jason Kirkpatrick,Treme
Thomas Rosales Jr.,Face/Off
Thomas Rosales Jr.,Con Air
Thomas Rosales Jr.,Buddy
Thomas Rosales Jr.,The Lost World: Jurassic Park
Thomas Rosales Jr.,8 Heads in a Duffel Bag
Charlotte Benesch,Palisades Justice
Charlotte Benesch,Silent Sound
Charlotte Benesch,Buried in the Backyard
Charlotte Benesch,The Second Coming of Christ
Charlotte Benesch,Treasures
Charlotte Benesch,Greenleaf
Charlotte Benesch,Nora
Carol Sutton,White Rabbit
Carol Sutton,From the Rough
Carol Sutton,This Is the End
Carol Sutton,Red Bean Monday
Carol Sutton,Cody the Robosapien
Carol Sutton,21 Jump Street
Gwydion Lashlee-Walton,Pilgrims
Gwydion Lashlee-Walton,Swamp Murders
Gwydion Lashlee-Walton,Vice Principals
Gwydion Lashlee-Walton,Your Pretty Face Is Going to Hell
Gwydion Lashlee-Walton,TURN: Washington's Spies
Gwydion Lashlee-Walton,Too Many Cooks
Gwydion Lashlee-Walton,The Kill Switch
Han Soto,Grudge Match
Han Soto,Ender's Game
Han Soto,Alligator Alley
Han Soto,Ghost Shark
Han Soto,Magic City
Han Soto,The Perfect Plan
Jason Kirkpatrick,One Month Out
Jason Kirkpatrick,Poker Run
Sharon E. Smith,"Hey, where you at?"
Thomas Rosales Jr.,The Beautician and the Beast
Thomas Rosales Jr.,Mars Attacks!
Thomas Rosales Jr.,Last Man Standing
Thomas Rosales Jr.,Riot
Charlotte Benesch,Sketchy
Charlotte Benesch,The Last Interview
Charlotte Benesch,Office Girls
Charlotte Benesch,I'm Not Afraid of Shia LaBeouf
Charlotte Benesch,Aaron & Brian Show
Charlotte Benesch,The 5th Food Group
Charlotte Benesch,The Last Ship
Carol Sutton,"Jeff, Who Lives at Home"
Carol Sutton,Inside Out
Carol Sutton,Killer Joe
Carol Sutton,The Help
Carol Sutton,"Love, Wedding, Marriage"
Carol Sutton,Knucklehead
Gwydion Lashlee-Walton,The Hunger Games
Gwydion Lashlee-Walton,The Mark
Han Soto,Suit Up
Han Soto,Steve Chong Finds Out That Suicide Is a Bad Idea
Han Soto,Now You See Me
Han Soto,Shadow People
Sharon E. Smith,Outer Banks
Sharon E. Smith,The Resident
Sharon E. Smith,Claws
Sharon E. Smith,Jack Reacher: Never Go Back
Sharon E. Smith,The Free World
Sharon E. Smith,NCIS: New Orleans
Kelley Davis,A Jazzman's Blues
Thomas Rosales Jr.,The Crow: City of Angels
Thomas Rosales Jr.,Escape from L.A.
Thomas Rosales Jr.,The Sunchaser
Thomas Rosales Jr.,Tremors II: Aftershocks
Thomas Rosales Jr.,Up Close & Personal
Thomas Rosales Jr.,Vampire in Brooklyn
Charlotte Benesch,Shameless
Charlotte Benesch,The Last Letter
Charlotte Benesch,Hit the Floor
Charlotte Benesch,CSI: NY
Charlotte Benesch,How I Met Your Mother
Charlotte Benesch,Justice for All with Judge Cristina Perez
Charlotte Benesch,Major Crimes
Carol Sutton,The Last Exorcism
Carol Sutton,Treme
Carol Sutton,Beauty & the Briefcase
Carol Sutton,Father of Invention
Carol Sutton,In the Absence of Saints
Carol Sutton,Dixon's Girl
Han Soto,Olympus Has Fallen
Han Soto,G.I. Joe: Retaliation
Han Soto,Synarchy: The Awakening
Han Soto,The East
Han Soto,Broken City
Han Soto,Fire with Fire
Sharon E. Smith,White Rabbit
Sharon E. Smith,Roe vs. Wade
Kelley Davis,The Righteous Gemstones
Kelley Davis,The Good Lord Bird
Kelley Davis,Outer Banks
Kelley Davis,Mary 4 Mayor
Thomas Rosales Jr.,Cover Me
Thomas Rosales Jr.,Steal Big Steal Little
Thomas Rosales Jr.,Rough Magic
Charlotte Benesch,Pretty Little Liars
Charlotte Benesch,Papua
Charlotte Benesch,Young Hearts
Charlotte Benesch,HTS: Baltimore Orioles Baseball
Charlotte Benesch,Papua
Carol Sutton,Front of the Class
Carol Sutton,The Loss of a Teardrop Diamond
Carol Sutton,Abduction of Jesse Bookman
Carol Sutton,American Violet
Carol Sutton,"Welcome Home, Roscoe Jenkins"
Carol Sutton,The Staircase Murders
Han Soto,Synarchy
Han Soto,Looper
Han Soto,The Perfunctory Discord
Han Soto,Raising Izzie
Han Soto,Common Law
Han Soto,Another Dirty Movie
Jayson Warner Smith,Emancipation
Kelley Davis,Sistas
Kelley Davis,The Glorias
Kelley Davis,Insatiable
Kelley Davis,A Beautiful Day in the Neighborhood
Thomas Rosales Jr.,Hologram Man
Thomas Rosales Jr.,Major Payne
Thomas Rosales Jr.,A Low Down Dirty Shame
Thomas Rosales Jr.,Stargate
Charlotte Benesch,Easter Eggs: A Non-Parody
Charlotte Benesch,The X Factor
Charlotte Benesch,The 39th Annual People's Choice Awards
Charlotte Benesch,The Jeff Probst Show
Charlotte Benesch,Minuto para ganar
Charlotte Benesch,Pussycat Dolls Present: Girlicious
Carol Sutton,Flakes
Carol Sutton,Pride
Carol Sutton,Quincy & Althea
Carol Sutton,Nola
Carol Sutton,Deja Vu
Carol Sutton,Glory Road
Carol Sutton,Searching for David's Heart
Han Soto,The Christmas Present
Han Soto,Burn Notice
Han Soto,Treme
Han Soto,Blood Out
Han Soto,Where Strippers Go to Die
Han Soto,Beauty & the Briefcase
Jayson Warner Smith,Sebastian
Jayson Warner Smith,Verified
Jayson Warner Smith,Maternal
Jayson Warner Smith,Where the Crawdads Sing
Jayson Warner Smith,Red Necks
Jayson Warner Smith,Outer Banks
Jayson Warner Smith,The Evening Hour
Kelley Davis,"Where'd You Go, Bernadette"
Kelley Davis,The Haves and the Have Nots
Kelley Davis,House of Cards
Kelley Davis,Outsiders
Kelley Davis,Concussion
Kelley Davis,Those Who Kill
Mary Rachel Quinn,Gloss
Thomas Rosales Jr.,The Hard Truth
Thomas Rosales Jr.,In the Army Now
